ITEM,SETOR,NUP,EMPRESA,VALOR,COMPETENCIA,CONTRATO,VENCIMENTO_CONTRATO,NOTA_PATRIMONIAL,PARCELA,ITEM_DESPESA,FONTE,NATUREZA_DE_DESPESA,RECURSO,P_A,NUMERO_EMPENHO,IMPOSTO_DE_RENDA,IMPOSTO_ISS,INSS,DATA_PAGAMENTO,VALOR_LIQUIDO,N_DA_LIQUIDAO,Unnamed_30
1197,CMMH,24001.054694/2025-10,MR HOSPITALAR,4450.0,2025-07-01,OC,2026-01-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1198,MANUTENÇÃO,24001.054881/2025-01,THYSSENKRUPP,500651.0,2025-07-01,1114/2024,2025-09-11 00:00:00.000000000,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1199,MANUTENÇÃO,24001.054895/2025-17,ASSISTEC,35476.0,2025-07-01,854/2019,2025-08-14 00:00:00.000000000,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1200,CMMH,24001.054700/2025-39,QUEBEC COMERCIAL,4301.0,2025-07-01,OC,2026-01-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1201,LABORATORIO,24001.055012/2025-96,BECTON DICKINSON,52826.0,2025-07-01,840/2024,2025-07-11 00:00:00.000000000,975,879.0,1894,FAE,339030,Não Informado,,,,,,,,,
1202,LABORATORIO,24001.055007/2025-83,BECTON DICKINSON,86800.0,2025-07-01,840/2024,2025-07-11 00:00:00.000000000,975,879.0,1894,FAE,339030,Não Informado,,,,,,,,,
1203,LABORATORIO,24001.055014/2025-85,DIAGNOCEL,976657.0,2025-07-01,412/2024,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1204,MANUTENÇÃO,24001.055013/2025-31,STARC,16762.0,2025-06-01,1120/2024,2025-08-01 00:00:00.000000000,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1205,MANUTENÇÃO,24001.055009/2025-72,BONTEMPO,463333.0,2025-05-01,458/2025,2026-05-27 00:00:00.000000000,924,760.0,339030,TESOURO,Não Informado,Não Informado,,,222.4,231.67,,2025-07-10 00:00:00,4179.26,2025NL001620,
1206,FARMACIA,24001.054749/2025-91,SANTA BRANCA,17622.0,2025-07-01,OC,2025-10-24 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1207,CMMH,24001.054740/2025-81,MAGNA INDUSTRIA,4872.0,2025-07-01,OC,2026-01-30 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1208,CMMH,24001.054709/2025-40,PANORAMA,3000.0,2025-07-01,OC,2026-01-21 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1209,CMMH,24001.054704/2025-17,SYSMEDICA,4290.0,2025-07-01,OC,2026-01-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1210,LABORATORIO,24001.055087/2025-77,DIAGNOCEL,57120.0,2025-07-01,1470/2024,2025-11-04 00:00:00.000000000,996,884.0,1894,FAE,339030,PRODUÇÃO,87366,,,,,,,,
1211,MANUTENÇÃO,24001.055011/2025-41,BONTEMPO,27800.0,2025-06-01,458/2025,2026-05-27 00:00:00.000000000,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1212,LABORATORIO,24001.055086/2025-22,DNE,92482.0,2025-07-01,1307/2024,2025-10-08 00:00:00.000000000,996,884.0,1894,FAE,339030,PRODUÇÃO,87318,,,,,,,,
1213,MANUTENÇÃO,24001.055010/2025-05,IMX,7204.0,2025-06-01,65/2025,,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1214,LABORATORIO,24001.055080/2025-55,LABINBRAZ,120807.0,2025-07-01,1082/2024,2025-10-14 00:00:00.000000000,1011,889.0,1894,TESOURO,339030,Não Informado,,,,,,,,,
1215,LABORATORIO,24001.055146/2025-15,DIAGLAB,126135.0,2025-07-01,1715/2024,2025-12-17 00:00:00.000000000,996,884.0,1894,FAE,339030,Não Informado,,,,,,,,,
1216,MANUTENÇÃO,24001.054984/2025-63,MACNOR,4900.0,2025-06-01,1247/2020,2025-11-11 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1217,FARMACIA,24001.054765/2025-84,SANTA BRANCA,552.0,2025-07-01,OC,2025-09-25 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1218,FARMACIA,24001.054758/2025-82,SANTA BRANCA,1788.0,2025-07-01,OC,2026-05-26 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1219,NUTRIÇÃO,24001.053782/2025-02,ART MEDICA,37344.0,2025-07-01,OC,2025-09-19 00:00:00.000000000,975,883.0,1872,FAE,Não Informado,PRODUÇÃO,87369,,,,,,,,
1220,CMMH,24001.054789/2025-33,LM FARMA,9275.0,2025-07-01,OC,2026-02-04 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1221,MANUTENÇÃO,24001.055397/2025-91,GE ENGENHARIA,362823.0,2025-06-01,1049/2023,,TESOURO,965.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1222,CMMH,24001.054856/2025-10,MSB COMERCIO,23544.0,2025-07-01,OC,2026-02-04 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1223,MANUTENÇÃO,24001.055446/2025-96,LOCMED,8775.0,2025-06-01,1409/2024,2025-11-19 00:00:00.000000000,975,774.0,2163,FAE,339039,produção,87206,,,,,,,,
1224,TRANSPORTE,24001.055408/2025-33,PRIME,8819359.0,2025-06-01,775/2024,2025-07-11 00:00:00.000000000,975,772.0,2229,FAE,339039,PRODUÇÃO,87389,,,,,,,,
1225,MANUTENÇÃO,24001.055394/2025-58,LOCMED,42000.0,2025-06-01,286/2024,2025-07-22 00:00:00.000000000,975,774.0,2163,FAE,339039,produção,87218,,,,,,,,
1226,TRANSPORTE,24001.055255/2025-24,AGATHA,1462922.0,2025-06-01,1188/2021,2025-12-16 00:00:00.000000000,975,771.0,2161,FAE,339039,PRODUÇÃO,87375,,,,,,,,
1227,NUTRIÇÃO,24001.046635/2025-78, SELLENE COMERCIO,3264.0,2025-07-01,OC,2025-07-29 00:00:00.000000000,875,878.0,1872,FAE,339030,Não Informado,,,,,,,,,
1228,FARMACIA,24001.054979/2025-51,T S COMERCIAL,17285.0,2025-07-01,OC,2025-12-05 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1229,FARMACIA,24001.055005/2025-94,BIOLAB SANU,28700.0,2025-07-01,OC,2025-09-02 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1230,TRANSPORTE,24001.043033/2025-69,TICKET,1042647.0,2025-06-01,380/2021,2026-06-16 00:00:00.000000000,975,772.0,2229,FAE,339039,PRODUÇÃO,87134,,,,,,,,
1231,CME,24001.036589/2025-07,EMBRAESTER,2449608.0,2025-04-01,1226/2020,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1232,FARMACIA,24001.054948/2025-08,FARMACE,12960.0,2025-07-01,OC,2026-04-02 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1233,LABORATORIO,24001.055479/2025-36,IMPORTEC,850904.0,2025-07-01,390/2025,2025-10-29 00:00:00.000000000,1094,899.0,1894,FAE,339030,"
MAC/FAEC (CIB 58/2024)",,,,,,,,,
1234,SAME,24001.055562/2025-13,MRH,1810308.0,2025-06-01,944/2022,2025-12-21 00:00:00.000000000,975,773.0,2173,FAE,339039,PRODUÇÃO,87160,,,,,,,,
1235,TRANSPORTE,24001.056019/2025-25,UNI SOS,217610.0,2025-06-01,1064/2024,2025-08-07 00:00:00.000000000,983,785.0,2211,FAE,339039,PRODUÇÃO,87377,,,,,,,,
1236,LABORATORIO,24001.055483/2025-02,IMPORTEC,43950.0,2025-07-01,1793/2024,2026-01-08 00:00:00.000000000,1094,899.0,1894,FAE,339030,Não Informado,,,,,,,,,
1237,ROUPARIA,24001.055768/2025-35,TECLAV,1163568.0,2025-06-01,899/2022,2025-12-14 00:00:00.000000000,,,2223,Não Informado,Não Informado,Não Informado,,,,,,,,,
1238,ROUPARIA,24001.055774/2025-92,TECLAV,5391657.0,2025-06-01,899/2022,2025-12-14 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1239,MANUTENÇÃO,24001.055569/2025-27,INCOMED,387925.0,2025-06-01,70/2021,2026-02-22 00:00:00.000000000,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1240,SEAGE,24001.055993/2025-71,SUPRIMENTO DE FUNDOS CONSUMO,8000.0,2025-07-01,Não Informado,,975,768.0,3740,FAE,339030,PRODUÇÃO,87143,,,,,,,,
1241,SEAGE,24001.054523/2025-91,MARQUISE,10485957.0,2025-06-01,530/2024,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1242,ALMOXARIFADO,24001.055174/2025-24,GMS JAMPA,8430.0,2025-07-01,OC,2026-03-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1243,ALMOXARIFADO,24001.055175/2025-79,F C COMERCIO,11400.0,2025-07-01,OC,2026-03-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1244,EXAMES,24001.054750/2025-16,MARIA HELENA,1620341.0,2025-04-01,112/2022,2026-04-29 00:00:00.000000000,975,779.0,2192,FAE,339030,PRODUÇÃO,87385,,,,,,,,
1245,ALMOXARIFADO,24001.055172/2025-35,AMPLA MASTER,55960.0,2025-07-01,OC,2026-03-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1246,MANUTENÇÃO,24001.055967/2025-43,GELAR,37375.0,2025-06-01,792/2020,2025-07-24 00:00:00.000000000,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1247,APLV,24001.056022/2025-49,ART MÉDICA,6591216.0,2025-07-01,OC,2025-09-18 00:00:00.000000000,965,51.0,2258,TESOURO,339030,Não Informado,,,,,,,,,
1248,APLV,24001.056023/2025-93,ART MÉDICA,223080.0,2025-07-01,OC,2026-05-16 00:00:00.000000000,965,51.0,2258,TESOURO,339030,Não Informado,,,,,,,,,
1249,APLV, 24001.056030/2025-95,GOLD NUTRI,11100504.0,2025-07-01,OC,2026-11-29 00:00:00.000000000,965,51.0,2258,TESOURO,339030,Não Informado,,,,,,,,,
1250,FARMACIA,24001.055301/2025-95, T S COMERCIAL,732.0,2025-07-01,OC,2026-04-02 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1251,MANUTENÇÃO,24001.055893/2025-45,CR OXIGENIO,516749.0,2025-06-01,185/2022,2026-03-28 00:00:00.000000000,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1252,MANUTENÇÃO,24001.056413/2025-63,ANTONIO COLAÇO,1319896.0,2025-06-01,975/2022,2025-12-13 00:00:00.000000000,924,762.0,2083,TESOURO,339036,Não Informado,,,,,,,,,
1253,SEAGE,24001.056432/2025-90,SUPRIMENTO DE FUNDOS SERVIÇO,8000.0,2025-07-01,Não Informado,,975,768.0,3738,FAE,339039,PRODUÇÃO,87140,,,,,,,,
1254,MANUTENÇÃO,24001.055644/2025-50,MARIA NORMA,350896.0,2025-06-01,616/2019,2025-08-01 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1255,MANUTENÇÃO, 24001.055643/2025-13,MARIA NORMA,350896.0,2025-07-01,616/2019,2025-08-01 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1256,MANUTENÇÃO,24001.056537/2025-49,PHASE TECH,419124.0,2025-06-01,59/2021,2026-03-09 00:00:00.000000000,965,777.0,2156,TESOURO,339039,Não Informado,,,,,,,,,
1257,CMMH,"24001.055059/2025-50
",PANORAMA,18934.0,2025-07-01,OC,2025-12-05 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1258,ALMOXARIFADO,24001.055179/2025-57,ICLEANPRO,2804.0,2025-07-01,OC,2026-02-04 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1259,FARMACIA,24001.055258/2025-68,EMMARKA,4150.0,2025-07-01,OC,2026-03-06 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1260,LABORATORIO,24001.055114/2025-10,NEWLIFE,26480.0,2025-07-01,OC,2026-04-10 00:00:00.000000000,1094,899.0,1894,FAE,339030,Não Informado,,,,,,,,,
1261,FARMACIA,24001.055247/2025-88,EMMARKA,929505.0,2025-07-01,OC,2026-05-11 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1262,LABORATORIO,24001.055478/2025-91,IMPORTEC,97300.0,2025-07-01,OC,2025-12-03 00:00:00.000000000,1094,899.0,1894,FAE,339030,MAC/FAEC,88136,,,,,,,,
1263,ALMOXARIFADO,24001.055178/2025-11,NORCLEAN,4335.0,2025-07-01,OC,2026-02-04 00:00:00.000000000,MAC 1052,903.0,1882,FAE,339030,Não Informado,,,,,,,,,
1264,FARMACIA,24001.055280/2025-16,ELFA MEDICAMENTOS,498.0,2025-07-01,OC,2026-06-05 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1265,INFORMATICA,24001.056807/2025-11,OPENBASE,14973.0,2025-06-01,1645/2024,2025-12-05 00:00:00.000000000,975,78.0,3078,FAE,339040,Não Informado,,,,,,,,,
1266,EXAMES,24001.057389/2025-80,MFAB PONTE,1935.0,2025-05-01,742/2022,,975,756.0,2191,FAE,339039,PRODUÇÃO,87014,,,,,,,,
1267,FARMACIA,24001.057063/2025-52,BAXTER,93786.0,2025-07-01, 1218/2024,2025-09-20 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1268,EXAMES,24001.057396/2025-81,MFAB PONTE,17475.0,2025-05-01,742/2022,,975,765.0,2191,FAE,339039,PRODUÇÃO,87013,,,,,,,,
1269,FARMACIA,24001.055589/2025-06,FRESENIUS KABI,9000.0,2025-07-01,OC,2026-04-07 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1270,ALMOXARIFADO,24001.055653/2025-41,FG COMERCIO,27060.0,2025-07-01,OC,2025-08-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,PRODUÇÃO,87571,,,,,,,,
1271,FARMACIA,24001.056585/2025-37,T S COMERCIAL,389725.0,2025-07-01,OC,2025-10-22 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1272,EXAMES,24001.050012/2025-08,COAPH,7463318.0,2025-05-01,1287/2023,2025-12-19 00:00:00.000000000,975,776.0,2211,FAE,339039,produção,87431,,,,,,,,
1273,EXAMES,24001.050224/2025-87,COOPNEURO,20150.0,2025-05-01,1235/2024,2025-09-17 00:00:00.000000000,975,770.0,2192,FAE,339039,PRODUÇÃO,88138,,,,,,,,
1274,EXAMES,24001.050083/2025-01,COOPNEURO,5160.0,2025-05-01,510/2021,2026-06-22 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1275,EXAMES,24001.051252/2025-11,OMNIMAGEM,19550.0,2025-05-01,1298/2023,2025-12-19 00:00:00.000000000,975,770.0,2192,FAE,339039,produçao,87234,,,,,,,,
1276,NUTRIÇÃO,24001.057647/2025-28,ISM,84938261.0,2025-06-01,776/2021,2025-09-02 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1277,MANUTENÇÃO,24001.058159/2025-38,EXCIMER,28507.0,2025-06-01,566/2022,2026-07-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1278,SEAGE,24001.058050/2025-09,RIGOBERTO,313215.0,2025-05-01,1123/2017,2025-11-12 00:00:00.000000000,1011,784.0,2083,TESOURO,339039,Não Informado,,,,,,,,,
1279,SEAGE,24001.058086/2025-84,RIGOBERTO,313215.0,2025-06-01,1123/2017,2025-11-12 00:00:00.000000000,1011,784.0,2083,TESOURO,339039,Não Informado,,,,,,,,,
1280,ALMOXARIFADO,24001.056021/2025-02,PRISMA DISTRIBUIDORA,3243.0,2025-07-01,OC,2025-08-29 00:00:00.000000000,1011,896.0,1878,TESOURO,339030,Não Informado,,,,,,,,,
1281,ALMOXARIFADO,24001.055173/2025-80,GMS JAMPA,430.0,2025-07-01,OC,2026-03-17 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1282,ALMOXARIFADO,24001.055648/2025-38,RLUX ILUMINACAO,4000.0,2025-07-01,OC,2025-11-04 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1283,INFORMATICA, 24001.058305/2025-25,MGL,1143774.0,2025-06-01,1041/2022,2025-12-28 00:00:00.000000000,985,3082.0,3082,FAE,339039,PORTARIA 6.220 - REDE ALINE,88143,,,,,,,,
1284,EXAMES,24001.050060/2025-98,COOPEND,9209099.0,2025-05-01,133/2025,2026-02-17 00:00:00.000000000,975,770.0,2192,FAE,339039,FAE,87001,,,,,,,,
1285,EXAMES,24001.058586/2025-16,OMNIMAGEM,87577.0,2025-05-01,1344/2023,2025-12-19 00:00:00.000000000,1052,791.0,2192,FAE,339039,PORT. 6.426,87577,,,,,,,,
1286,EXAMES,24001.058869/2025-68,NUCLEO IMAGEM,61040.0,2025-05-01,669/2021,2025-09-10 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1287,CMMH,24001.058243/2025-51,IMEDIATA DISTRIBUIDORA,1195.0,2025-07-01,OC,2025-09-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1288,CMMH,24001.058248/2025-84,MEDICONE,308775.0,2025-07-01,OC,2025-09-11 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1289,CMMH,24001.058756/2025-62,PROMED,34760.0,2025-07-01,420/2025,2026-05-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1290,CMMH,24001.058249/2025-29,DE PAULI,1670.0,2025-07-01,OC,2025-09-11 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1291,CMMH,24001.056924/2025-85,ART MEDICA,43106.0,2025-07-01,OC,2026-02-16 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1292,CMMH,24001.056918/2025-28, POLYSUTURE,13608.0,2025-07-01,OC,2026-02-11 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1293,CMMH,24001.058236/2025-50,MEDICAL LIFE,182445.0,2025-07-01,OC,2025-09-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1294,CMMH,24001.058231/2025-27,ALPHARAD,23950.0,2025-07-01,OC,2025-09-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1295,CMMH,24001.058212/2025-09,UNIT - INDUSTRIA,34760.0,2025-07-01,OC,2025-09-03 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1296,NUTRIÇÃO, 24001.057219/2025-03, ROBERTO CORETTI,1680.0,2025-07-01,OC,2025-07-29 00:00:00.000000000,975,887.0,1872,FAE,Não Informado,Não Informado,,,,,,,,,
1297,CMMH,24001.057991/2025-17,ARTE IMPLANTES,9198.0,2025-07-01,OC,2026-06-02 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1298,CMMH,24001.056957/2025-25, MR HOSPITALAR,2940.0,2025-07-01,OC,2026-02-20 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1299,CMMH,24001.057987/2025-59,CIRURGICA FERNANDES,2389.0,2025-07-01,OC,2026-06-09 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1300,CMMH,24001.058010/2025-59,HOSPMAIA,228.0,2025-07-01,OC,2026-08-12 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1301,ALMOXARIFADO,24001.057262/2025-61,FG COMERCIO TENDTUDO,29315.0,2025-07-01,OC,2025-08-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1302,CMMH,24001.057938/2025-16,EVVE HEALTH ,180845.0,2025-07-01,OC,2026-05-08 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1303,ALMOXARIFADO,24001.056816/2025-11,PLENAMED,770.0,2025-07-01,OC,2026-04-28 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1304,EXAMES,24001.058670/2025-30,PRONTOCIRURGICO,7665.0,2025-05-01,1333/2024,2025-09-24 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1305,CMMH,24001.059299/2025-23,ART MÉDICA,17400.0,2025-07-01,1385/2024,2025-11-06 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1306,SEAGE,24001.057335/2025-14,LIMPTUDO,2710597.0,2025-06-01,1038/2023,2025-09-23 00:00:00.000000000,1011,783.0,241,TESOURO,339039,Não Informado,,,,,,,,,
1307,EXAMES,24001.058663/2025-38,URODINAMICA,360.0,2025-05-01,523/2021,2026-06-24 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1308,CMMH,24001.059307/2025-31,CEI COMÉRCIO,14350.0,2025-07-01,1437/2024,2025-11-06 00:00:00.000000000,984,786.0,2149,FAE,339039,Não Informado,,,,,,,,,
1309,CMMH,24001.059782/2025-16,OMNIELMASTER,6000.0,2025-07-01,397/2025,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1310,CMMH,24001.059791/2025-07,ENFERMED,12900.0,,1674/2024,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1311,MANUTENÇÃO, 24001.046287/2025-39,L. FONSECA,38000.0,2025-07-01,M. PERMANENTE,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1312,CMMH,24001.059805/2025-84,SUPERFIO COMERCIO,5916.0,2025-07-01,1668/2024,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1313,INFORMATICA,24001.059940/2025-20,SIMPRESS,7162319.0,2025-06-01,1117/2023,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1314,EXAMES,24001.059295/2025-45,GASPAR VIANA,670602.0,2025-05-01,402/2022,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1315,EXAMES,24001.059542/2025-11,GASPAR VIANA,57354.0,2025-05-01,1034/2021,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1316,EXAMES,24001.059572/2025-10,GASPAR VIANA,2746.0,2025-05-01,1143/2019,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1317,EXAMES,24001.059531/2025-23,GASPAR VIANA,787563.0,2025-05-01,516/2022,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1318,MANUTENÇÃO,24001.059420/2025-17,GELAR,1593333.0,2025-06-01,459/2025,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1319,NUTRIÇÃO,24001.059284/2025-65, PH COMERCIAL,2376.0,2025-06-01,1552/2024,2025-11-13 00:00:00.000000000,1094,902.0,1872,FAE,Não Informado,Não Informado,,,,,,,,,
1320,CMMH,24001.059723/2025-30,PHBR MEDICAL,4000.0,2025-07-01,OC,2025-12-19 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1321,CMMH,24001.060098/2025-79,NEURORT DISTRIBUIDORA,123768.0,2025-07-01,OC,2026-02-05 00:00:00.000000000,1011,894.0,1895,339030,TESOURO,Não Informado,,,,,,,,,
1322,CMMH,24001.059902/2025-77,ENFERMED,1273513.0,2025-07-01,1631/2024,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1323,CMMH,24001.060149/2025-62,PROMED MATERIAIS,26480.0,2025-07-01,420/2025,2026-05-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1324,CMMH,24001.060145/2025-84,PROMED MATERIAIS,36140.0,2025-07-01,420/2025,2026-05-15 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1325,CMMH,24001.059949/2025-31, POLYSUTURE,3738.0,2025-07-01,OC,2026-02-05 00:00:00.000000000,1011,894.0,1895,339030,TESOURO,Não Informado,,,,,,,,,
1326,EXAMES,24001.059444/2025-76,CARDIOEXATA,798225.0,2025-06-01,1290/2024,,500,811.0,2192,500,339039,Não Informado,,,,,,,,,
1327,CMMH,24001.060165/2025-55,BAXTER,248350.0,2025-07-01,1218/2024,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1328,CMMH,"24001.058736/2025-91
",CEI COMERCIO,78666.0,2025-07-01,OC,2025-10-27 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1329,CMMH,24001.058780/2025-00,ART MÉDICA,665445.0,2025-07-01,OC,2025-10-01 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1330,DITEC,24001.058554/2025-11,CEQUIMICA LTDA,487.0,2025-07-01,OC,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1331,CMMH,24001.058435/2025-68,I. S. COSTA,2046.0,2025-07-01,OC,2025-09-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1332,CMMH,24001.060239/2025-53,POLITEC IMPORTACAO,2500.0,2025-07-01,OC,2026-03-09 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1333,MANUTENÇÃO, 24001.060687/2025-57,PRIMECARE COMERCIO,89000.0,2025-07-01,M. PERMANENTE,,port 1.898/2023,9.0,1930,fae,Não Informado,Não Informado,,,,,,,,,
1334,NUTRIÇÃO,24001.059290/2025-12,ART MEDICA,10048.0,2025-07-01,OC,2025-07-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1335,NUTRIÇÃO,24001.059278/2025-16, GOLD NUTR,3185.0,2025-07-01,OC,2025-07-29 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1336,CMMH, 24001.058714/2025-21, CEI COMERCIO,78666.0,2025-07-01,OC,2025-10-27 00:00:00.000000000,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1337,EXAMES, 24001.060680/2025-35,GASPAR VIANA,831142.0,2025-05-01,122/2022,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
1338,MANUTENÇÃO,24001.050138/2025-74,LOCMED,16802.0,,944/2020,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
